Gene Identifier,Gene Symbol,Allele,Strain Identifier,Temp,Vph1_Num_cells_secondary,Vph1_Num_wells_secondary,Vph1_penetrance_secondary,Vph1_class E_secondary,Vph1_class G_secondary,Vph1_enlarged_secondary,Vph1_fragmented_secondary,Vph1_multilobed_secondary,Vph1_V-ATPase defect_secondary,Vph1_WT_secondary,Vph1_none_secondary,Snf7_Num_cells_secondary,Snf7_Num_wells_secondary,Snf7_penetrance_secondary,Snf7_condensed_secondary,Snf7_fragmented_secondary,Snf7_membrane_secondary,Snf7_WT_secondary,Snf7_none_secondary,Sla1_Num_cells_secondary,Sla1_Num_wells_secondary,Sla1_penetrance_secondary,Sla1_aggregate_secondary,Sla1_decreased patch number_secondary,Sla1_depolarized patches_secondary,Sla1_increased patch number_secondary,Sla1_WT_secondary,Sla1_none_secondary,Sac6_Num_cells_secondary,Sac6_Num_wells_secondary,Sac6_penetrance_secondary,Sac6_aggregate_secondary,Sac6_bright patches_secondary,Sac6_decreased patch number_secondary,Sac6_depolarized patches_secondary,Sac6_WT_secondary,Sac6_none_secondary
YKL042W,SPC42,spc42-11,TSA449,37,556,2,26.6,0.016,0.007,0.014,0.065,0.149,0.014,0.734,0,14,1,71.4,0.286,0.143,0.143,0.286,0.143,282,2,51.1,0.028,0.028,0.433,0.014,0.489,0.007,613,2,47.8,0.021,0.121,0.015,0.303,0.522,0.018
YKL042W,SPC42,spc42-11,TSA449,RT,223,1,17.9,0.022,0,0.045,0.018,0.085,0.009,0.821,0,28,1,64.3,0.214,0.321,0.071,0.357,0.036,320,2,42.8,0.031,0.069,0.266,0.059,0.572,0.003,579,2,42.3,0.016,0.138,0.036,0.221,0.577,0.012
YBL050W,SEC17,sec17-1,TSA45,37,510,2,68.8,0.018,0.553,0.002,0.082,0.025,0.008,0.312,0,614,2,42.7,0.013,0.388,0.016,0.573,0.01,538,2,90,0.033,0.037,0.809,0.009,0.1,0.011,699,2,94.7,0.203,0.024,0.031,0.674,0.053,0.014
YBL050W,SEC17,sec17-1,TSA45,RT,842,2,19,0.005,0.034,0.002,0.118,0.031,0,0.81,0,437,2,28.4,0.039,0.201,0.018,0.716,0.025,746,2,22.1,0.054,0.082,0.068,0.009,0.779,0.008,831,2,28.4,0.018,0.02,0.12,0.117,0.716,0.008
YPL233W,NSL1,nsl1-5,TSA450,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPL233W,NSL1,nsl1-5,TSA450,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YKL042W,SPC42,spc42-10,TSA451,37,1855,2,14,0.04,0.009,0.008,0.015,0.065,0.003,0.86,0,460,2,29.1,0.161,0.076,0.035,0.709,0.02,1479,2,17,0.016,0.072,0.07,0.009,0.83,0.003,1116,3,15.1,0.009,0.051,0.045,0.039,0.849,0.006
YKL042W,SPC42,spc42-10,TSA451,RT,1182,2,14.9,0.019,0.005,0.034,0.025,0.061,0.003,0.851,0.002,278,2,35.6,0.198,0.119,0.029,0.644,0.011,795,2,21,0.028,0.093,0.069,0.014,0.79,0.006,641,3,19.8,0.006,0.105,0.033,0.048,0.802,0.006
YPL233W,NSL1,nsl1-6,TSA452,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPL233W,NSL1,nsl1-6,TSA452,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBL034C,STU1,stu1-8,TSA454,37,871,2,13.1,0.021,0.008,0.011,0.021,0.065,0.005,0.869,0,,,,,,,,,522,2,44.8,0.054,0.119,0.251,0.017,0.552,0.008,317,3,36.6,0.028,0.158,0.028,0.142,0.634,0.009
YBL034C,STU1,stu1-8,TSA454,RT,772,2,11.1,0.004,0,0.026,0.034,0.044,0.004,0.889,0,,,,,,,,,645,2,38.1,0.064,0.082,0.166,0.057,0.619,0.012,181,2,36.5,0.022,0.254,0.006,0.072,0.635,0.011
YBR055C,PRP6,prp6-1,TSA455,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR055C,PRP6,prp6-1,TSA455,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YIL109C,SEC24,sec24-20,TSA456,37,1678,2,43.3,0.008,0.262,0,0.108,0.054,0,0.567,0,85,2,49.4,0.035,0.4,0.047,0.506,0.012,1307,2,49.4,0.048,0.109,0.316,0.008,0.506,0.013,1537,2,69.6,0.126,0.042,0.122,0.381,0.304,0.025
YIL109C,SEC24,sec24-20,TSA456,RT,1136,2,21.8,0.012,0.041,0.004,0.113,0.047,0.001,0.782,0,56,2,39.3,0.018,0.357,0,0.607,0.018,830,2,26.6,0.037,0.117,0.084,0.019,0.734,0.008,1028,2,30.2,0.017,0.024,0.08,0.172,0.698,0.009
YIL150C,MCM10,mcm10-43,TSA458,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YIL150C,MCM10,mcm10-43,TSA458,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLL003W,SFI1,sfi1-7,TSA459,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLL003W,SFI1,sfi1-7,TSA459,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNL287W,SEC21,sec21-1,TSA46,37,646,2,67.8,0.011,0.579,0,0.043,0.045,0,0.322,0,,,,,,,,,186,2,90.3,0.065,0.29,0.532,0,0.097,0.016,747,2,30.1,0.054,0.062,0.033,0.146,0.699,0.007
YNL287W,SEC21,sec21-1,TSA46,RT,714,2,23.2,0.01,0.017,0.008,0.084,0.108,0.006,0.768,0,,,,,,,,,239,2,41.8,0.054,0.079,0.243,0.017,0.582,0.025,365,2,28.2,0.019,0.044,0.085,0.134,0.718,0
YGR218W,CRM1,crm1-1,TSA460,37,1533,2,11.9,0.022,0.004,0.001,0.03,0.062,0.001,0.881,0,,,,,,,,,905,2,29.1,0.031,0.065,0.169,0.02,0.709,0.006,1124,2,20.6,0.014,0.106,0.026,0.055,0.794,0.004
YGR218W,CRM1,crm1-1,TSA460,RT,421,1,8.1,0.01,0,0.01,0.038,0.024,0,0.919,0,,,,,,,,,573,2,27.6,0.087,0.059,0.075,0.044,0.724,0.01,892,2,16.1,0.008,0.086,0.024,0.037,0.839,0.007
YGL065C,ALG2,alg2-1,TSA461,37,17,2,64.7,0,0.118,0,0.118,0.412,0,0.353,0,61,2,98.4,0.23,0.443,0.295,0.016,0.016,36,2,69.4,0.333,0.028,0.25,0.056,0.306,0.028,59,2,94.9,0.61,0.169,0,0.169,0.051,0
YGL065C,ALG2,alg2-1,TSA461,RT,37,1,62.2,0.027,0,0,0.162,0.432,0,0.378,0,50,2,86,0.3,0.42,0.14,0.14,0,56,2,83.9,0.286,0,0.357,0.196,0.161,0,37,2,83.8,0.324,0.081,0.081,0.324,0.162,0.027
YPL076W,GPI2,gpi2-1-7b,TSA462,37,266,2,44.7,0.011,0.049,0.004,0.177,0.147,0.06,0.553,0,154,2,70.8,0.006,0.656,0.006,0.292,0.039,197,2,71.1,0.086,0.051,0.492,0.066,0.289,0.015,152,2,92.1,0.138,0.211,0,0.559,0.079,0.013
YPL076W,GPI2,gpi2-1-7b,TSA462,RT,111,1,36.9,0.018,0.009,0.009,0.063,0.261,0.009,0.631,0,129,2,58.9,0.023,0.481,0.039,0.411,0.047,302,2,52,0.129,0.017,0.272,0.089,0.48,0.013,192,2,62.5,0.052,0.188,0.01,0.37,0.375,0.005
YPL076W,GPI2,gpi2-774,TSA463,37,378,2,45.8,0.005,0.013,0.003,0.114,0.238,0.085,0.542,0,19,1,78.9,0.105,0.316,0.368,0.211,0,335,2,65.4,0.075,0.075,0.445,0.042,0.346,0.018,429,2,88.1,0.238,0.221,0.026,0.361,0.119,0.035
YPL076W,GPI2,gpi2-774,TSA463,RT,186,1,39.8,0.016,0,0.011,0.081,0.28,0.011,0.602,0,38,2,71.1,0.026,0.632,0.026,0.289,0.026,258,2,45.7,0.081,0.008,0.291,0.054,0.543,0.023,488,2,51.6,0.047,0.117,0.043,0.293,0.484,0.016
YER125W,RSP5,rsp5-sm1,TSA464,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YER125W,RSP5,rsp5-sm1,TSA464,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YER125W,RSP5,rsp5-3,TSA465,37,2229,2,18.4,0.009,0.006,0.039,0.07,0.051,0.008,0.816,0,457,2,20.1,0.079,0.057,0.053,0.799,0.013,1511,2,28.3,0.03,0.115,0.111,0.019,0.717,0.008,1550,2,19,0.008,0.028,0.082,0.065,0.81,0.006
YER125W,RSP5,rsp5-3,TSA465,RT,789,1,6,0.004,0.005,0.004,0.019,0.028,0,0.94,0,268,2,19.8,0.075,0.086,0.022,0.802,0.015,852,2,24.9,0.031,0.103,0.094,0.018,0.751,0.004,790,2,19,0.01,0.025,0.063,0.084,0.81,0.008
YNL006W,LST8,lst8-6,TSA466,37,124,2,50,0.04,0,0.153,0.048,0.065,0.194,0.5,0,235,2,39.1,0.098,0.162,0.098,0.609,0.034,80,2,65,0.138,0.15,0.113,0.25,0.35,0,181,2,69.6,0.088,0.26,0.017,0.32,0.304,0.011
YNL006W,LST8,lst8-6,TSA466,RT,146,2,57.5,0.048,0,0.425,0.021,0.007,0.075,0.425,0,125,2,24.8,0.024,0.12,0.088,0.752,0.016,64,2,68.8,0.094,0,0.234,0.344,0.313,0.016,190,2,75.8,0.079,0.132,0.047,0.489,0.242,0.011
YNL006W,LST8,lst8-15,TSA467,37,1182,2,25.9,0.018,0.003,0.101,0.025,0.088,0.023,0.741,0.002,546,2,21.6,0.016,0.174,0.016,0.784,0.009,666,2,32,0.03,0.074,0.192,0.015,0.68,0.009,818,3,35.5,0.009,0.011,0.028,0.298,0.645,0.009
YNL006W,LST8,lst8-15,TSA467,RT,1008,2,33.5,0.012,0.001,0.286,0.023,0.007,0.006,0.665,0.001,313,2,27.2,0.016,0.188,0.058,0.728,0.01,524,2,22.5,0.019,0.048,0.128,0.027,0.775,0.004,406,3,26.8,0.012,0.044,0.032,0.175,0.732,0.005
YER157W,COG3,cog3-2,TSA47,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YER157W,COG3,cog3-2,TSA47,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNR035C,ARC35,arc35-5,TSA470,37,1478,2,25.4,0.012,0.045,0,0.032,0.151,0.013,0.746,0,653,2,23.3,0.124,0.074,0.028,0.767,0.008,701,2,87.9,0.029,0.01,0.161,0.676,0.121,0.003,1319,3,89.8,0.002,0.006,0.076,0.81,0.102,0.005
YNR035C,ARC35,arc35-5,TSA470,RT,868,2,12.8,0.008,0.008,0.003,0.018,0.089,0.001,0.872,0,453,2,20.3,0.095,0.062,0.033,0.797,0.013,590,2,55.1,0.103,0.058,0.181,0.197,0.449,0.012,943,3,48.3,0.016,0.006,0.111,0.341,0.517,0.007
YNR035C,ARC35,arc35-6,TSA471,37,547,2,29.6,0.009,0.005,0,0.024,0.19,0.068,0.704,0,216,2,39.4,0.231,0.028,0.116,0.606,0.019,1079,2,29,0.041,0.088,0.1,0.057,0.71,0.004,973,2,51.1,0.009,0.017,0.123,0.351,0.489,0.009
YNR035C,ARC35,arc35-6,TSA471,RT,488,2,13.5,0.016,0.004,0.004,0.035,0.059,0.016,0.865,0,195,2,22.1,0.159,0.031,0.015,0.779,0.015,739,2,35.9,0.038,0.081,0.137,0.1,0.641,0.003,664,2,57.7,0.011,0.017,0.146,0.401,0.423,0.003
YGR091W,PRP31,prp31-1,TSA472,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR091W,PRP31,prp31-1,TSA472,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YER018C,SPC25,spc25-1,TSA473,37,2418,2,11.5,0.022,0.004,0.009,0.021,0.057,0.003,0.885,0,1514,2,21.5,0.044,0.143,0.011,0.785,0.018,1822,2,54.9,0.015,0.176,0.331,0.008,0.451,0.02,1861,3,40.2,0.025,0.031,0.072,0.268,0.598,0.007
YER018C,SPC25,spc25-1,TSA473,RT,2093,2,10.3,0.01,0.021,0.005,0.028,0.039,0,0.897,0,560,2,15.4,0.034,0.075,0.03,0.846,0.014,991,2,27.1,0.032,0.099,0.11,0.023,0.729,0.007,571,2,22.9,0.012,0.061,0.077,0.068,0.771,0.011
YPL175W,SPT14,spt14-1-10c,TSA474,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPL175W,SPT14,spt14-1-10c,TSA474,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLL003W,SFI1,sfi1-3,TSA475,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLL003W,SFI1,sfi1-3,TSA475,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YER148W,SPT15,spt15-p65s,TSA476,37,2706,2,11.1,0.013,0.019,0.012,0.024,0.042,0,0.889,0,260,2,41.5,0.035,0.308,0.058,0.585,0.015,2193,2,46.1,0.029,0.15,0.27,0.003,0.539,0.009,2029,2,56.8,0.011,0.023,0.029,0.497,0.432,0.008
YER148W,SPT15,spt15-p65s,TSA476,RT,701,1,11.4,0.006,0.011,0.011,0.036,0.05,0,0.886,0,144,2,43.8,0.021,0.333,0.069,0.563,0.014,1084,2,28.6,0.048,0.129,0.085,0.018,0.714,0.006,1644,2,27.8,0.012,0.015,0.111,0.136,0.722,0.005
YGR156W,PTI1,pti1-ts7,TSA477,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR156W,PTI1,pti1-ts7,TSA477,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR246C,BRF1,brf1-w107r,TSA478,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR246C,BRF1,brf1-w107r,TSA478,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNR053C,NOG2,nog2-1,TSA479,37,1298,2,14.7,0.012,0.014,0.008,0.044,0.059,0.01,0.853,0,1021,2,38.1,0.024,0.297,0.03,0.619,0.029,773,2,25.1,0.034,0.039,0.109,0.062,0.749,0.008,1405,2,17.8,0.009,0.109,0.052,0.007,0.822,0.001
YNR053C,NOG2,nog2-1,TSA479,RT,449,1,26.3,0.004,0.002,0.027,0.102,0.127,0,0.737,0,423,2,37.6,0.017,0.3,0.026,0.624,0.033,499,2,20.8,0.048,0.048,0.054,0.054,0.792,0.004,847,2,21.6,0.007,0.166,0.019,0.02,0.784,0.004
YFL045C,SEC53,sec53-6,TSA48,37,701,2,61.8,0.004,0.071,0.003,0.227,0.101,0.211,0.382,0,10,1,80,0.2,0.5,0.1,0.2,0,389,2,73.3,0.036,0.015,0.656,0.018,0.267,0.008,649,2,47,0.085,0.059,0.008,0.316,0.53,0.003
YFL045C,SEC53,sec53-6,TSA48,RT,319,1,16.6,0.013,0.016,0.006,0.031,0.1,0,0.834,0,18,1,94.4,0,0.833,0.056,0.056,0.056,504,2,30.4,0.038,0.099,0.139,0.018,0.696,0.01,338,2,37.6,0.033,0.056,0.074,0.204,0.624,0.009
YGR075C,PRP38,prp38-1,TSA480,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGR075C,PRP38,prp38-1,TSA480,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHR083W,SAM35,sam35-2,TSA493,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHR083W,SAM35,sam35-2,TSA493,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YML046W,PRP39,prp39-1,TSA494,37,2946,2,9.6,0.011,0.006,0.016,0.022,0.04,0.001,0.904,0,1039,2,18.3,0.026,0.119,0.028,0.817,0.01,1949,2,47.9,0.013,0.076,0.338,0.042,0.521,0.01,2513,2,25.8,0.004,0.013,0.07,0.164,0.742,0.008
YML046W,PRP39,prp39-1,TSA494,RT,1853,2,6.6,0.006,0.012,0.006,0.01,0.029,0.003,0.934,0,398,2,25.9,0.063,0.141,0.038,0.741,0.018,1230,2,27.1,0.03,0.105,0.12,0.008,0.729,0.008,1708,2,22.6,0.009,0.021,0.071,0.119,0.774,0.005
YMR033W,ARP9,arp9-1,TSA495,37,2055,2,8.2,0.042,0.003,0.005,0.018,0.009,0.004,0.918,0,478,2,26.6,0.075,0.163,0.017,0.734,0.01,1092,2,22.3,0.026,0.071,0.105,0.015,0.777,0.007,799,2,25.8,0.02,0.064,0.045,0.121,0.742,0.008
YMR033W,ARP9,arp9-1,TSA495,RT,1491,2,8.9,0.009,0.001,0.03,0.03,0.012,0.006,0.911,0,365,2,27.4,0.096,0.123,0.019,0.726,0.036,715,2,28.4,0.06,0.06,0.091,0.063,0.716,0.01,433,2,20.6,0.014,0.032,0.069,0.085,0.794,0.005
YJL039C,NUP192,nup192-15,TSA496,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJL039C,NUP192,nup192-15,TSA496,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR163C,MAS1,mas1-1,TSA497,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR163C,MAS1,mas1-1,TSA497,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YKR008W,RSC4,rsc4-2,TSA498,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YKR008W,RSC4,rsc4-2,TSA498,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YJL104W,PAM16,pam16-3,TSA499,37,2822,2,18.6,0.011,0.004,0.006,0.029,0.109,0.024,0.814,0.002,53,2,56.6,0.283,0.264,0,0.434,0.019,1488,2,42,0.027,0.11,0.255,0.019,0.58,0.01,2085,3,57.8,0.077,0.031,0.101,0.343,0.422,0.026
YJL104W,PAM16,pam16-3,TSA499,RT,2213,2,11.2,0.007,0.014,0.002,0.039,0.049,0.001,0.888,0,60,2,55,0.367,0.167,0,0.45,0.017,994,2,35.1,0.049,0.163,0.112,0.021,0.649,0.006,1234,3,19.5,0.007,0.031,0.084,0.071,0.805,0.002
YHR107C,CDC12,cdc12-td,TSA50,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHR107C,CDC12,cdc12-td,TSA50,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPR178W,PRP4,prp4-1,TSA500,37,2192,2,20.7,0.007,0.048,0.009,0.066,0.074,0.002,0.793,0,149,2,45,0.02,0.302,0.101,0.55,0.027,1480,2,68.4,0.047,0.035,0.322,0.266,0.316,0.014,1505,2,40.7,0.001,0.006,0.076,0.317,0.593,0.007
YPR178W,PRP4,prp4-1,TSA500,RT,1713,2,8,0.009,0.004,0.009,0.019,0.036,0.003,0.92,0.001,120,2,24.2,0.05,0.183,0,0.758,0.008,973,2,28.6,0.045,0.104,0.096,0.033,0.714,0.008,864,2,20.9,0.01,0.019,0.08,0.094,0.791,0.007
YLR008C,PAM18,pam18-1,TSA501,37,1673,2,13.8,0.009,0.008,0,0.008,0.1,0.011,0.862,0.002,94,1,33,0.17,0.138,0,0.67,0.021,1254,2,39.9,0.037,0.136,0.207,0.011,0.601,0.006,1527,3,61.5,0.056,0.042,0.119,0.375,0.385,0.024
YLR008C,PAM18,pam18-1,TSA501,RT,1398,2,13.2,0.004,0.007,0.002,0.055,0.061,0.002,0.868,0,53,1,26.4,0.113,0.132,0,0.736,0.019,899,2,28.4,0.047,0.1,0.111,0.021,0.716,0.004,925,3,19.5,0.013,0.026,0.056,0.09,0.805,0.01
YDR303C,RSC3,rsc3-1,TSA503,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR303C,RSC3,rsc3-1,TSA503,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR232W,MGE1,mge1-100,TSA505,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR232W,MGE1,mge1-100,TSA505,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGL055W,OLE1,ole1-m2,TSA506,37,33,2,24.2,0,0.03,0,0.091,0.061,0.061,0.758,0,,,,,,,,,54,1,46.3,0.167,0.296,0,0,0.537,0,95,2,54.7,0.105,0.305,0.021,0.095,0.453,0.021
YGL055W,OLE1,ole1-m2,TSA506,RT,23,1,4.3,0,0,0,0.043,0,0,0.957,0,,,,,,,,,81,1,65.4,0.185,0.037,0.37,0.049,0.346,0.012,83,2,60.2,0.024,0.482,0.06,0.024,0.398,0.012
YIL126W,STH1,sth1-2,TSA507,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YIL126W,STH1,sth1-2,TSA507,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAL001C,TFC3,tfc3-g349e,TSA508,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAL001C,TFC3,tfc3-g349e,TSA508,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR198C,TAF5,taf5-3,TSA509,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR198C,TAF5,taf5-3,TSA509,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR166C,SEC5,sec5-24,TSA51,37,2002,2,56.7,0.034,0.314,0,0.13,0.08,0.006,0.433,0,473,2,83.7,0.017,0.772,0.038,0.163,0.011,1098,2,97.1,0.01,0.04,0.916,0.001,0.029,0.004,1217,2,98.3,0.048,0.011,0.024,0.895,0.017,0.005
YDR166C,SEC5,sec5-24,TSA51,RT,769,1,10.1,0.007,0.016,0,0.033,0.043,0.003,0.899,0.001,313,2,32.3,0.089,0.163,0.035,0.677,0.035,1000,2,24.1,0.028,0.08,0.114,0.015,0.759,0.004,1013,2,17.5,0.004,0.034,0.058,0.076,0.825,0.003
YBL097W,BRN1,brn1-9,TSA510,37,2165,2,12.6,0.012,0.045,0.001,0.021,0.045,0.002,0.874,0,753,2,13.7,0.045,0.064,0.024,0.863,0.004,1684,2,43.2,0.013,0.1,0.303,0.011,0.568,0.004,1100,2,38.1,0.011,0.012,0.058,0.291,0.619,0.009
YBL097W,BRN1,brn1-9,TSA510,RT,1345,2,12.1,0.007,0.007,0.01,0.027,0.071,0,0.879,0,452,2,22.8,0.073,0.102,0.02,0.772,0.033,1175,2,29.1,0.021,0.103,0.149,0.014,0.709,0.004,715,2,27,0.015,0.045,0.039,0.166,0.73,0.004
YBL097W,BRN1,brn1-16,TSA511,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBL097W,BRN1,brn1-16,TSA511,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBR198C,TAF5,taf5-15,TSA512,37,801,2,10.5,0.039,0,0.004,0.007,0.039,0.016,0.895,0,285,2,38.6,0.088,0.235,0.049,0.614,0.014,715,2,66.6,0.046,0.187,0.41,0.013,0.334,0.01,584,2,38.7,0.005,0.034,0.082,0.262,0.613,0.003
YBR198C,TAF5,taf5-15,TSA512,RT,703,2,13.9,0.01,0,0.065,0.02,0.018,0.024,0.861,0.001,253,2,30,0.158,0.075,0.04,0.7,0.028,595,2,31.4,0.044,0.079,0.148,0.037,0.686,0.007,452,2,11.7,0.002,0.024,0.022,0.069,0.883,0
YBR198C,TAF5,taf5-20,TSA513,37,75,2,17.3,0,0,0.013,0.08,0.053,0.027,0.827,0,,,,,,,,,127,2,43.3,0.087,0.189,0.142,0,0.567,0.016,104,2,48.1,0.019,0.202,0.019,0.24,0.519,0
YBR198C,TAF5,taf5-20,TSA513,RT,112,2,19.6,0,0,0.107,0.018,0.045,0.027,0.804,0,,,,,,,,,175,2,60.6,0.171,0.011,0.251,0.16,0.394,0.011,44,2,65.9,0.023,0.432,0,0.182,0.341,0.023
YDR145W,TAF12,taf12-9,TSA514,37,1709,2,3.9,0.008,0.001,0.001,0.006,0.021,0.003,0.961,0,388,2,16.5,0.101,0.044,0.005,0.835,0.015,771,2,68.9,0.01,0.42,0.239,0.003,0.311,0.017,1777,2,67.5,0.001,0.004,0.278,0.38,0.325,0.012
YDR145W,TAF12,taf12-9,TSA514,RT,1334,2,6.1,0.006,0,0.023,0.022,0.006,0.004,0.939,0,216,2,30.1,0.199,0.083,0.005,0.699,0.014,349,2,38.4,0.052,0.158,0.155,0.011,0.616,0.009,855,2,23.3,0.004,0.004,0.108,0.115,0.767,0.004
YDR145W,TAF12,taf12-w486stop,TSA515,37,1854,2,6.6,0.013,0.001,0.008,0.012,0.025,0.008,0.934,0,517,2,16.8,0.122,0.044,0,0.832,0.002,1535,2,65,0.024,0.344,0.274,0.003,0.35,0.006,1582,2,53.1,0.007,0.001,0.19,0.326,0.469,0.007
YDR145W,TAF12,taf12-w486stop,TSA515,RT,1530,2,6.9,0.005,0.001,0.027,0.016,0.014,0.006,0.931,0,359,2,24.5,0.173,0.061,0.003,0.755,0.008,948,2,39.8,0.036,0.156,0.18,0.016,0.602,0.009,1090,2,23.3,0.003,0.008,0.08,0.138,0.767,0.005
YDR145W,TAF12,taf12-l464a,TSA517,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR145W,TAF12,taf12-l464a,TSA517,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR145W,TAF12,taf12-ts23,TSA518,37,1456,2,5.8,0.011,0.001,0.002,0.008,0.031,0.005,0.942,0,53,2,43.4,0.057,0.302,0.075,0.566,0,1343,2,59,0.028,0.319,0.23,0.005,0.41,0.007,919,2,41.6,0.007,0.011,0.161,0.229,0.584,0.009
YDR145W,TAF12,taf12-ts23,TSA518,RT,1559,2,7,0.005,0,0.031,0.022,0.007,0.004,0.93,0,38,2,44.7,0.184,0.211,0.026,0.553,0.026,910,2,38.6,0.054,0.119,0.184,0.021,0.614,0.009,685,2,21.2,0.007,0.013,0.069,0.12,0.788,0.003
YER022W,SRB4,srb4-2,TSA519,37,2132,2,15.9,0.038,0.009,0.001,0.012,0.096,0.003,0.841,0,1305,2,16.4,0.034,0.107,0.013,0.836,0.01,1484,2,88.6,0.021,0.229,0.625,0.003,0.114,0.007,1340,3,84.6,0.019,0.01,0.363,0.444,0.154,0.01
YER022W,SRB4,srb4-2,TSA519,RT,1678,2,15.7,0.007,0.057,0.004,0.032,0.057,0.001,0.843,0,613,2,25,0.034,0.15,0.042,0.75,0.023,1018,2,43.7,0.031,0.166,0.221,0.013,0.563,0.006,572,2,31.3,0.01,0.014,0.089,0.187,0.687,0.012
YLR208W,SEC13,sec13-1,TSA52,37,1601,2,19.2,0.011,0.077,0.021,0.041,0.04,0.004,0.808,0,68,2,39.7,0.059,0.324,0.015,0.603,0,675,2,41.6,0.034,0.129,0.224,0.016,0.584,0.013,688,2,36,0.047,0.081,0.063,0.153,0.64,0.017
YLR208W,SEC13,sec13-1,TSA52,RT,1433,2,11.7,0.004,0.015,0.027,0.036,0.03,0.004,0.883,0,78,2,43.6,0.026,0.397,0.013,0.564,0,324,2,30.9,0.046,0.108,0.111,0.031,0.691,0.012,363,2,20.7,0.006,0.072,0.022,0.102,0.793,0.006
